State,Value,Category,Year,Dataset,State_Total,Crime_Share,Dataset_Total,Contribution_%,Prev_Value,Growth_Rate,Crime_Rank_State,State_Rank,Intensity,Log_Value,Frequency,Metric
Andhra Pradesh,12,Exposure and Abandonment,2022,Children,209688,5.72E-05,219834,0.005458664,1,1100,144,3235.5,Low,2.564949357,Rare,I
Arunachal Pradesh,0,Exposure and Abandonment,2022,Children,3253,0,219834,0,0,0,186.5,7369,Low,0,Rare,I
Assam,0,Exposure and Abandonment,2022,Children,117651,0,219834,0,0,0,223.5,7369,Low,0,Rare,I
Bihar,0,Exposure and Abandonment,2022,Children,345176,0,219834,0,0,0,215,7369,Low,0,Rare,I
Chhattisgarh,29,Exposure and Abandonment,2022,Children,118806,0.000244095,219834,0.013191772,21,38.0952381,92.5,2557.5,Low,3.401197382,Rare,I
Goa,4,Exposure and Abandonment,2022,Children,3516,0.001137656,219834,0.001819555,0,inf,78,4117,Low,1.609437912,Rare,I
Gujarat,102,Exposure and Abandonment,2022,Children,158905,0.000641893,219834,0.046398646,23,343.4782609,66,1711,Low,4.634728988,Rare,I
Haryana,28,Exposure and Abandonment,2022,Children,156840,0.000178526,219834,0.012736883,14,100,120,2585.5,Low,3.36729583,Rare,I
Himachal Pradesh,13,Exposure and Abandonment,2022,Children,19548,0.00066503,219834,0.005913553,0,inf,71,3178.5,Low,2.63905733,Rare,I
Jharkhand,7,Exposure and Abandonment,2022,Children,71319,9.82E-05,219834,0.003184221,0,inf,136,3652,Low,2.079441542,Rare,I
Karnataka,69,Exposure and Abandonment,2022,Children,194040,0.000355597,219834,0.03138732,2,3350,93,1953,Low,4.248495242,Rare,I
Kerala,14,Exposure and Abandonment,2022,Children,265915,5.26E-05,219834,0.006368442,0,inf,132,3125,Low,2.708050201,Rare,I
Madhya Pradesh,159,Exposure and Abandonment,2022,Children,466425,0.000340891,219834,0.072327302,23,591.3043478,76,1495.5,Low,5.075173815,Rare,I
Maharashtra,132,Exposure and Abandonment,2022,Children,515343,0.00025614,219834,0.060045307,6,2100,105,1586,Low,4.890349128,Rare,I
Manipur,0,Exposure and Abandonment,2022,Children,3876,0,219834,0,0,0,196.5,7369,Low,0,Rare,I
Meghalaya,0,Exposure and Abandonment,2022,Children,4567,0,219834,0,0,0,198.5,7369,Low,0,Rare,I
Mizoram,0,Exposure and Abandonment,2022,Children,3946,0,219834,0,0,0,176,7369,Low,0,Rare,I
Nagaland,1,Exposure and Abandonment,2022,Children,1167,0.000856898,219834,0.000454889,0,inf,66,5151,Low,0.693147181,Rare,I
Odisha,0,Exposure and Abandonment,2022,Children,223081,0,219834,0,0,0,207,7369,Low,0,Rare,I
Punjab,18,Exposure and Abandonment,2022,Children,59166,0.000304229,219834,0.008187996,9,100,106.5,2912.5,Low,2.944438979,Rare,I
Rajasthan,66,Exposure and Abandonment,2022,Children,320272,0.000206075,219834,0.030022653,13,407.6923077,91.5,1983,Low,4.204692619,Rare,I
Sikkim,1,Exposure and Abandonment,2022,Children,995,0.001005025,219834,0.000454889,0,inf,69,5151,Low,0.693147181,Rare,I
Tamil Nadu,4,Exposure and Abandonment,2022,Children,250987,1.59E-05,219834,0.001819555,0,inf,172,4117,Low,1.609437912,Rare,I
Telangana,7,Exposure and Abandonment,2022,Children,219688,3.19E-05,219834,0.003184221,1,600,150.5,3652,Low,2.079441542,Rare,I
Tripura,0,Exposure and Abandonment,2022,Children,5809,0,219834,0,0,0,187,7369,Low,0,Rare,I
Uttar Pradesh,2,Exposure and Abandonment,2022,Children,583589,3.43E-06,219834,0.000909777,0,inf,195.5,4633.5,Low,1.098612289,Rare,I
Uttarakhand,2,Exposure and Abandonment,2022,Children,26609,7.52E-05,219834,0.000909777,2,0,131.5,4633.5,Low,1.098612289,Rare,I
West Bengal,0,Exposure and Abandonment,2022,Children,231029,0,219834,0,0,0,220.5,7369,Low,0,Rare,I
A&N Islands,0,Exposure and Abandonment,2022,Children,890,0,219834,0,0,0,175.5,7369,Low,0,Rare,I
Chandigarh,0,Exposure and Abandonment,2022,Children,3812,0,219834,0,0,0,185,7369,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Exposure and Abandonment,2022,Children,1792,0,219834,0,0,0,169,7369,Low,0,Rare,I
Delhi,30,Exposure and Abandonment,2022,Children,337892,8.88E-05,219834,0.013646661,3,900,88,2527,Low,3.433987204,Rare,I
Jammu & Kashmir,9,Exposure and Abandonment,2022,Children,34632,0.000259875,219834,0.004093998,3,200,88.5,3456,Low,2.302585093,Rare,I
Ladakh,0,Exposure and Abandonment,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Exposure and Abandonment,2022,Children,141,0,219834,0,0,0,146.5,7369,Low,0,Rare,I
Puducherry,0,Exposure and Abandonment,2022,Children,4303,0,219834,0,0,0,164.5,7369,Low,0,Rare,I
Andhra Pradesh,64,Simple Hurt,2022,Children,209688,0.000305215,219834,0.029112876,12,433.3333333,98,2003,Low,4.17438727,Rare,I
Arunachal Pradesh,2,Simple Hurt,2022,Children,3253,0.000614817,219834,0.000909777,0,inf,81,4633.5,Low,1.098612289,Rare,I
Assam,9,Simple Hurt,2022,Children,117651,7.65E-05,219834,0.004093998,0,inf,140,3456,Low,2.302585093,Rare,I
Bihar,586,Simple Hurt,2022,Children,345176,0.001697685,219834,0.266564772,0,inf,52,883,Low,6.37502482,Rare,I
Chhattisgarh,367,Simple Hurt,2022,Children,118806,0.00308907,219834,0.166944149,29,1165.517241,43.5,1105.5,Low,5.908082938,Rare,I
Goa,14,Simple Hurt,2022,Children,3516,0.003981797,219834,0.006368442,4,250,49.5,3125,Low,2.708050201,Rare,I
Gujarat,13,Simple Hurt,2022,Children,158905,8.18E-05,219834,0.005913553,102,-87.25490196,122,3178.5,Low,2.63905733,Rare,I
Haryana,31,Simple Hurt,2022,Children,156840,0.000197654,219834,0.014101549,28,10.71428571,117,2496,Low,3.465735903,Rare,I
Himachal Pradesh,0,Simple Hurt,2022,Children,19548,0,219834,0,13,-100,205,7369,Low,0,Rare,I
Jharkhand,17,Simple Hurt,2022,Children,71319,0.000238366,219834,0.007733108,7,142.8571429,113.5,2960,Low,2.890371758,Rare,I
Karnataka,114,Simple Hurt,2022,Children,194040,0.000587508,219834,0.051857311,69,65.2173913,80,1660.5,Low,4.744932128,Rare,I
Kerala,170,Simple Hurt,2022,Children,265915,0.000639302,219834,0.077331077,14,1114.285714,58,1461,Low,5.141663557,Rare,I
Madhya Pradesh,1476,Simple Hurt,2022,Children,466425,0.003164496,219834,0.671415705,159,828.3018868,39,522,Low,7.297768283,Rare,I
Maharashtra,146,Simple Hurt,2022,Children,515343,0.000283306,219834,0.066413749,132,10.60606061,101.5,1537,Low,4.990432587,Rare,I
Manipur,0,Simple Hurt,2022,Children,3876,0,219834,0,0,0,196.5,7369,Low,0,Rare,I
Meghalaya,0,Simple Hurt,2022,Children,4567,0,219834,0,0,0,198.5,7369,Low,0,Rare,I
Mizoram,2,Simple Hurt,2022,Children,3946,0.000506842,219834,0.000909777,0,inf,70,4633.5,Low,1.098612289,Rare,I
Nagaland,1,Simple Hurt,2022,Children,1167,0.000856898,219834,0.000454889,1,0,66,5151,Low,0.693147181,Rare,I
Odisha,8,Simple Hurt,2022,Children,223081,3.59E-05,219834,0.00363911,0,inf,114.5,3550,Low,2.197224577,Rare,I
Punjab,5,Simple Hurt,2022,Children,59166,8.45E-05,219834,0.002274443,18,-72.22222222,138.5,3919.5,Low,1.791759469,Rare,I
Rajasthan,5,Simple Hurt,2022,Children,320272,1.56E-05,219834,0.002274443,66,-92.42424242,157,3919.5,Low,1.791759469,Rare,I
Sikkim,1,Simple Hurt,2022,Children,995,0.001005025,219834,0.000454889,1,0,69,5151,Low,0.693147181,Rare,I
Tamil Nadu,80,Simple Hurt,2022,Children,250987,0.000318742,219834,0.036391095,4,1900,83,1838,Low,4.394449155,Rare,I
Telangana,45,Simple Hurt,2022,Children,219688,0.000204836,219834,0.020469991,7,542.8571429,111,2246,Low,3.828641396,Rare,I
Tripura,0,Simple Hurt,2022,Children,5809,0,219834,0,0,0,187,7369,Low,0,Rare,I
Uttar Pradesh,181,Simple Hurt,2022,Children,583589,0.00031015,219834,0.082334853,2,8950,99,1434.5,Low,5.204006687,Rare,I
Uttarakhand,0,Simple Hurt,2022,Children,26609,0,219834,0,2,-100,203.5,7369,Low,0,Rare,I
West Bengal,0,Simple Hurt,2022,Children,231029,0,219834,0,0,0,220.5,7369,Low,0,Rare,I
A&N Islands,1,Simple Hurt,2022,Children,890,0.001123596,219834,0.000454889,0,inf,78,5151,Low,0.693147181,Rare,I
Chandigarh,3,Simple Hurt,2022,Children,3812,0.000786988,219834,0.001364666,0,inf,69.5,4336,Low,1.386294361,Rare,I
D&N Haveli and Daman & Diu,0,Simple Hurt,2022,Children,1792,0,219834,0,0,0,169,7369,Low,0,Rare,I
Delhi,27,Simple Hurt,2022,Children,337892,7.99E-05,219834,0.012281995,30,-10,89.5,2613,Low,3.33220451,Rare,I
Jammu & Kashmir,0,Simple Hurt,2022,Children,34632,0,219834,0,9,-100,207.5,7369,Low,0,Rare,I
Ladakh,0,Simple Hurt,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,1,Simple Hurt,2022,Children,141,0.007092199,219834,0.000454889,0,inf,28,5151,Low,0.693147181,Rare,I
Puducherry,0,Simple Hurt,2022,Children,4303,0,219834,0,0,0,164.5,7369,Low,0,Rare,I
Andhra Pradesh,4,Grievous Hurt,2022,Children,209688,1.91E-05,219834,0.001819555,64,-93.75,175.5,4117,Low,1.609437912,Rare,I
Arunachal Pradesh,2,Grievous Hurt,2022,Children,3253,0.000614817,219834,0.000909777,2,0,81,4633.5,Low,1.098612289,Rare,I
Assam,11,Grievous Hurt,2022,Children,117651,9.35E-05,219834,0.005003776,9,22.22222222,138,3304,Low,2.48490665,Rare,I
Bihar,48,Grievous Hurt,2022,Children,345176,0.000139059,219834,0.021834657,586,-91.80887372,91.5,2189,Low,3.891820298,Rare,I
Chhattisgarh,13,Grievous Hurt,2022,Children,118806,0.000109422,219834,0.005913553,367,-96.45776567,110,3178.5,Low,2.63905733,Rare,I
Goa,0,Grievous Hurt,2022,Children,3516,0,219834,0,14,-100,187,7369,Low,0,Rare,I
Gujarat,16,Grievous Hurt,2022,Children,158905,0.000100689,219834,0.007278219,13,23.07692308,116.5,3007.5,Low,2.833213344,Rare,I
Haryana,4,Grievous Hurt,2022,Children,156840,2.55E-05,219834,0.001819555,31,-87.09677419,164.5,4117,Low,1.609437912,Rare,I
Himachal Pradesh,1,Grievous Hurt,2022,Children,19548,5.12E-05,219834,0.000454889,0,inf,141,5151,Low,0.693147181,Rare,I
Jharkhand,4,Grievous Hurt,2022,Children,71319,5.61E-05,219834,0.001819555,17,-76.47058824,154.5,4117,Low,1.609437912,Rare,I
Karnataka,3,Grievous Hurt,2022,Children,194040,1.55E-05,219834,0.001364666,114,-97.36842105,177.5,4336,Low,1.386294361,Rare,I
Kerala,6,Grievous Hurt,2022,Children,265915,2.26E-05,219834,0.002729332,170,-96.47058824,157,3765,Low,1.945910149,Rare,I
Madhya Pradesh,105,Grievous Hurt,2022,Children,466425,0.000225117,219834,0.047763312,1476,-92.88617886,85,1699,Low,4.663439094,Rare,I
Maharashtra,55,Grievous Hurt,2022,Children,515343,0.000106725,219834,0.025018878,146,-62.32876712,125,2107.5,Low,4.025351691,Rare,I
Manipur,1,Grievous Hurt,2022,Children,3876,0.000257998,219834,0.000454889,0,inf,119,5151,Low,0.693147181,Rare,I
Meghalaya,4,Grievous Hurt,2022,Children,4567,0.000875848,219834,0.001819555,0,inf,89.5,4117,Low,1.609437912,Rare,I
Mizoram,2,Grievous Hurt,2022,Children,3946,0.000506842,219834,0.000909777,2,0,70,4633.5,Low,1.098612289,Rare,I
Nagaland,2,Grievous Hurt,2022,Children,1167,0.001713796,219834,0.000909777,1,100,52.5,4633.5,Low,1.098612289,Rare,I
Odisha,1,Grievous Hurt,2022,Children,223081,4.48E-06,219834,0.000454889,8,-87.5,152,5151,Low,0.693147181,Rare,I
Punjab,4,Grievous Hurt,2022,Children,59166,6.76E-05,219834,0.001819555,5,-20,145.5,4117,Low,1.609437912,Rare,I
Rajasthan,1,Grievous Hurt,2022,Children,320272,3.12E-06,219834,0.000454889,5,-80,192,5151,Low,0.693147181,Rare,I
Sikkim,0,Grievous Hurt,2022,Children,995,0,219834,0,1,-100,168,7369,Low,0,Rare,I
Tamil Nadu,8,Grievous Hurt,2022,Children,250987,3.19E-05,219834,0.00363911,80,-90,154,3550,Low,2.197224577,Rare,I
Telangana,2,Grievous Hurt,2022,Children,219688,9.10E-06,219834,0.000909777,45,-95.55555556,176.5,4633.5,Low,1.098612289,Rare,I
Tripura,0,Grievous Hurt,2022,Children,5809,0,219834,0,0,0,187,7369,Low,0,Rare,I
Uttar Pradesh,43,Grievous Hurt,2022,Children,583589,7.37E-05,219834,0.019560214,181,-76.24309392,135,2277.5,Low,3.784189634,Rare,I
Uttarakhand,6,Grievous Hurt,2022,Children,26609,0.000225488,219834,0.002729332,0,inf,103,3765,Low,1.945910149,Rare,I
West Bengal,16,Grievous Hurt,2022,Children,231029,6.93E-05,219834,0.007278219,0,inf,113,3007.5,Low,2.833213344,Rare,I
A&N Islands,0,Grievous Hurt,2022,Children,890,0,219834,0,1,-100,175.5,7369,Low,0,Rare,I
Chandigarh,0,Grievous Hurt,2022,Children,3812,0,219834,0,3,-100,185,7369,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Grievous Hurt,2022,Children,1792,0,219834,0,0,0,169,7369,Low,0,Rare,I
Delhi,6,Grievous Hurt,2022,Children,337892,1.78E-05,219834,0.002729332,27,-77.77777778,120,3765,Low,1.945910149,Rare,I
Jammu & Kashmir,0,Grievous Hurt,2022,Children,34632,0,219834,0,0,0,207.5,7369,Low,0,Rare,I
Ladakh,0,Grievous Hurt,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Grievous Hurt,2022,Children,141,0,219834,0,1,-100,146.5,7369,Low,0,Rare,I
Puducherry,0,Grievous Hurt,2022,Children,4303,0,219834,0,0,0,164.5,7369,Low,0,Rare,I
Andhra Pradesh,487,Kidnapping and Abduction of Children,2022,Children,209688,0.002322498,219834,0.221530791,4,12075,52,987,Low,6.190315406,Rare,I
Arunachal Pradesh,52,Kidnapping and Abduction of Children,2022,Children,3253,0.015985244,219834,0.023654212,2,2500,17.5,2137.5,Low,3.970291914,Rare,I
Assam,2704,Kidnapping and Abduction of Children,2022,Children,117651,0.02298323,219834,1.230019014,11,24481.81818,13,353,Low,7.902857191,Rare,I
Bihar,3918,Kidnapping and Abduction of Children,2022,Children,345176,0.011350731,219834,1.782253882,48,8062.5,11,256,Low,8.273591798,Rare,I
Chhattisgarh,2612,Kidnapping and Abduction of Children,2022,Children,118806,0.021985422,219834,1.188169255,13,19992.30769,9,358.5,Low,7.868254266,Rare,I
Goa,44,Kidnapping and Abduction of Children,2022,Children,3516,0.012514221,219834,0.020015102,0,inf,21.5,2260.5,Low,3.80666249,Rare,I
Gujarat,1210,Kidnapping and Abduction of Children,2022,Children,158905,0.007614613,219834,0.550415313,16,7462.5,20,604.5,Low,7.099201744,Rare,I
Haryana,2050,Kidnapping and Abduction of Children,2022,Children,156840,0.013070645,219834,0.932521812,4,51150,14.5,427.5,Low,7.626082758,Rare,I
Himachal Pradesh,393,Kidnapping and Abduction of Children,2022,Children,19548,0.020104359,219834,0.178771255,1,39200,12,1088,Low,5.976350909,Rare,I
Jharkhand,583,Kidnapping and Abduction of Children,2022,Children,71319,0.00817454,219834,0.265200106,4,14475,28,887.5,Low,6.369900983,Rare,I
Karnataka,2546,Kidnapping and Abduction of Children,2022,Children,194040,0.013121006,219834,1.158146602,3,84766.66667,21,365,Low,7.842671475,Rare,I
Kerala,259,Kidnapping and Abduction of Children,2022,Children,265915,0.000973995,219834,0.11781617,6,4216.666667,53,1265.5,Low,5.560681631,Rare,I
Madhya Pradesh,9137,Kidnapping and Abduction of Children,2022,Children,466425,0.01958943,219834,4.156317949,105,8601.904762,10,112,Low,9.120196822,Rare,I
Maharashtra,9555,Kidnapping and Abduction of Children,2022,Children,515343,0.018541049,219834,4.346461421,55,17272.72727,15,105,Low,9.164924508,Rare,I
Manipur,36,Kidnapping and Abduction of Children,2022,Children,3876,0.009287926,219834,0.016375993,1,3500,23,2379,Low,3.610917913,Rare,I
Meghalaya,63,Kidnapping and Abduction of Children,2022,Children,4567,0.013794614,219834,0.028657987,4,1475,21,2010.5,Low,4.158883083,Rare,I
Mizoram,2,Kidnapping and Abduction of Children,2022,Children,3946,0.000506842,219834,0.000909777,2,0,70,4633.5,Low,1.098612289,Rare,I
Nagaland,10,Kidnapping and Abduction of Children,2022,Children,1167,0.00856898,219834,0.004548887,2,400,21,3375.5,Low,2.397895273,Rare,I
Odisha,5187,Kidnapping and Abduction of Children,2022,Children,223081,0.023251644,219834,2.359507628,1,518600,11,191,Low,8.554103545,Rare,I
Punjab,1440,Kidnapping and Abduction of Children,2022,Children,59166,0.024338302,219834,0.655039712,4,35900,12,532,Low,7.273092596,Rare,I
Rajasthan,3593,Kidnapping and Abduction of Children,2022,Children,320272,0.011218589,219834,1.634415059,1,359200,20,280,Low,8.187021067,Rare,I
Sikkim,38,Kidnapping and Abduction of Children,2022,Children,995,0.038190955,219834,0.01728577,0,inf,8,2349.5,Low,3.663561646,Rare,I
Tamil Nadu,259,Kidnapping and Abduction of Children,2022,Children,250987,0.001031926,219834,0.11781617,8,3137.5,56,1265.5,Low,5.560681631,Rare,I
Telangana,1748,Kidnapping and Abduction of Children,2022,Children,219688,0.007956739,219834,0.795145428,2,87300,27,470,Low,7.466799475,Rare,I
Tripura,106,Kidnapping and Abduction of Children,2022,Children,5809,0.018247547,219834,0.048218201,0,inf,16,1694.5,Low,4.672828834,Rare,I
Uttar Pradesh,6814,Kidnapping and Abduction of Children,2022,Children,583589,0.011676025,219834,3.099611525,43,15746.51163,20,146,Low,8.826881344,Rare,I
Uttarakhand,239,Kidnapping and Abduction of Children,2022,Children,26609,0.008981923,219834,0.108718397,6,3883.333333,28,1299,Low,5.480638923,Rare,I
West Bengal,6394,Kidnapping and Abduction of Children,2022,Children,231029,0.027676179,219834,2.908558276,16,39862.5,8,153,Low,8.763271714,Rare,I
A&N Islands,6,Kidnapping and Abduction of Children,2022,Children,890,0.006741573,219834,0.002729332,0,inf,33,3765,Low,1.945910149,Rare,I
Chandigarh,149,Kidnapping and Abduction of Children,2022,Children,3812,0.039087093,219834,0.067778415,0,inf,4,1525,Low,5.010635294,Rare,I
D&N Haveli and Daman & Diu,46,Kidnapping and Abduction of Children,2022,Children,1792,0.025669643,219834,0.02092488,0,inf,12,2229,Low,3.850147602,Rare,I
Delhi,5053,Kidnapping and Abduction of Children,2022,Children,337892,0.014954482,219834,2.298552544,6,84116.66667,7,195,Low,8.527935288,Rare,I
Jammu & Kashmir,478,Kidnapping and Abduction of Children,2022,Children,34632,0.013802264,219834,0.217436793,0,inf,18,995,Low,6.171700597,Rare,I
Ladakh,0,Kidnapping and Abduction of Children,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Kidnapping and Abduction of Children,2022,Children,141,0,219834,0,0,0,146.5,7369,Low,0,Rare,I
Puducherry,34,Kidnapping and Abduction of Children,2022,Children,4303,0.007901464,219834,0.015466215,0,inf,18.5,2429.5,Low,3.555348061,Rare,I
Andhra Pradesh,66,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,209688,0.000314753,219834,0.030022653,66,0,96.5,1983,Low,4.204692619,Rare,I
Arunachal Pradesh,29,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,3253,0.008914848,219834,0.013191772,29,0,30.5,2557.5,Low,3.401197382,Rare,I
Assam,554,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,117651,0.004708842,219834,0.252008334,554,0,46,921.5,Low,6.318968114,Rare,I
Bihar,819,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,345176,0.002372703,219834,0.372553836,819,0,40,743.5,Low,6.70930434,Rare,I
Chhattisgarh,1212,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,118806,0.010201505,219834,0.551325091,1212,0,22,602.5,Low,7.100851909,Rare,I
Goa,25,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,3516,0.007110353,219834,0.011372217,25,0,34,2671.5,Low,3.258096538,Rare,I
Gujarat,438,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,158905,0.002756364,219834,0.199241246,438,0,42,1033,Low,6.084499413,Rare,I
Haryana,86,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,156840,0.00054833,219834,0.039120427,86,0,91,1799,Low,4.465908119,Rare,I
Himachal Pradesh,57,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,19548,0.002915899,219834,0.025928655,57,0,53,2078,Low,4.060443011,Rare,I
Jharkhand,67,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,71319,0.000939441,219834,0.030477542,67,0,78,1970.5,Low,4.219507705,Rare,I
Karnataka,2305,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,194040,0.011878994,219834,1.048518428,2305,0,24,393,Low,7.743269701,Rare,I
Kerala,48,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,265915,0.000180509,219834,0.021834657,48,0,97,2189,Low,3.891820298,Rare,I
Madhya Pradesh,4954,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,466425,0.010621215,219834,2.253518564,4954,0,19,203,Low,8.508152447,Rare,I
Maharashtra,5266,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,515343,0.010218437,219834,2.395443835,5266,0,22,188,Low,8.569216219,Rare,I
Manipur,9,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,3876,0.002321981,219834,0.004093998,9,0,53.5,3456,Low,2.302585093,Rare,I
Meghalaya,15,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,4567,0.003284432,219834,0.00682333,15,0,53.5,3065.5,Low,2.772588722,Rare,I
Mizoram,0,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,3946,0,219834,0,0,0,176,7369,Low,0,Rare,I
Nagaland,8,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,1167,0.006855184,219834,0.00363911,8,0,27,3550,Low,2.197224577,Rare,I
Odisha,4940,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,223081,0.022144423,219834,2.247150122,4940,0,16,205,Low,8.505323019,Rare,I
Punjab,7,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,59166,0.000118311,219834,0.003184221,7,0,129.5,3652,Low,2.079441542,Rare,I
Rajasthan,1255,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,320272,0.003918544,219834,0.570885304,1255,0,40,587,Low,7.135687347,Rare,I
Sikkim,18,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,995,0.018090452,219834,0.008187996,18,0,18.5,2912.5,Low,2.944438979,Rare,I
Tamil Nadu,6,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,250987,2.39E-05,219834,0.002729332,6,0,159.5,3765,Low,1.945910149,Rare,I
Telangana,526,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,219688,0.002394305,219834,0.23927145,526,0,58,949,Low,6.267200549,Rare,I
Tripura,13,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,5809,0.002237907,219834,0.005913553,13,0,52.5,3178.5,Low,2.63905733,Rare,I
Uttar Pradesh,1606,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,583589,0.002751937,219834,0.730551234,1606,0,58,491.5,Low,7.382124366,Rare,I
Uttarakhand,169,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,26609,0.006351235,219834,0.076876188,169,0,37,1463,Low,5.135798437,Rare,I
West Bengal,1461,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,231029,0.006323881,219834,0.664592374,1461,0,32,526,Low,7.28756064,Rare,I
A&N Islands,0,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,890,0,219834,0,0,0,175.5,7369,Low,0,Rare,I
Chandigarh,124,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,3812,0.032528856,219834,0.056406197,124,0,5,1612,Low,4.828313737,Rare,I
D&N Haveli and Daman & Diu,45,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,1792,0.025111607,219834,0.020469991,45,0,13,2246,Low,3.828641396,Rare,I
Delhi,2524,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,337892,0.007469842,219834,1.14813905,2524,0,17,368,Low,7.833996342,Rare,I
Jammu & Kashmir,70,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,34632,0.002021252,219834,0.031842208,70,0,50,1945,Low,4.262679877,Rare,I
Ladakh,0,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,141,0,219834,0,0,0,146.5,7369,Low,0,Rare,I
Puducherry,34,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2022,Children,4303,0.007901464,219834,0.015466215,34,0,18.5,2429.5,Low,3.555348061,Rare,I
Andhra Pradesh,285,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,209688,0.001359162,219834,0.129643276,285,0,65,1216.5,Low,5.655991811,Rare,I
Arunachal Pradesh,20,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,3253,0.006148171,219834,0.009097774,20,0,40.5,2824,Low,3.044522438,Rare,I
Assam,649,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,117651,0.005516315,219834,0.295222759,649,0,40,840,Low,6.476972363,Rare,I
Bihar,119,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,345176,0.000344752,219834,0.054131754,119,0,73,1633.5,Low,4.787491743,Rare,I
Chhattisgarh,1291,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,118806,0.010866455,219834,0.587261297,1291,0,18,573,Low,7.163946684,Rare,I
Goa,19,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,3516,0.005403868,219834,0.008642885,19,0,40.5,2864,Low,2.995732274,Rare,I
Gujarat,275,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,158905,0.001730594,219834,0.125094389,275,0,48,1236,Low,5.620400866,Rare,I
Haryana,187,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,156840,0.001192298,219834,0.085064185,187,0,81,1419,Low,5.236441963,Rare,I
Himachal Pradesh,129,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,19548,0.006599141,219834,0.058680641,129,0,33,1599,Low,4.86753445,Rare,I
Jharkhand,21,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,71319,0.000294452,219834,0.009552662,21,0,107,2787,Low,3.091042453,Rare,I
Karnataka,164,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,194040,0.000845187,219834,0.074601745,164,0,74.5,1478.5,Low,5.105945474,Rare,I
Kerala,165,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,265915,0.000620499,219834,0.075056634,165,0,59,1474,Low,5.111987788,Rare,I
